"SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","RIDEXAGM","DMQMILIZ","DMQADFC","DMDBORN4","DMDCITZN","DMDYRSUS","DMDEDUC3","DMDEDUC2","DMDMARTL","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","DMDHHSIZ","DMDFMSIZ","DMDHHSZA","DMDHHSZB","DMDHHSZE","DMDHRGND","DMDHRAGE","DMDHRBR4","DMDHREDU","DMDHRMAR","DMDHSEDU","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA","INDHHIN2","INDFMIN2","INDFMPIR"
75877,8,2,1,1,21,3,3,2,22,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,31,1,4,1,4,26985.516747,27401.501929,2,112,9,9,2.56
75878,8,2,2,12,,1,1,1,156,,,1,1,,6,,,,2,1,1,1,2,1,1,2,2,1,6,6,0,4,0,1,53,2,1,1,1,10560.153006,10628.69238,1,118,6,6,0.88
75879,8,2,1,56,,3,3,2,,1,1,1,1,,,5,5,,1,2,2,1,2,2,,,,,1,1,0,0,0,1,56,1,5,5,,23192.46402,23654.945732,2,112,3,3,1.03
75880,8,2,2,13,,5,6,1,158,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,1,37,2,4,1,2,9810.780695,11213.728507,1,108,8,8,1.81
75881,8,2,2,25,,1,1,2,,2,,2,2,4,,4,5,2,2,2,2,2,2,2,1,2,2,1,5,5,0,2,0,2,43,2,3,1,2,32419.988322,36151.078958,2,110,7,7,1.5
75882,8,2,1,54,,3,3,1,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,54,1,2,1,3,114630.838071,115456.389929,1,115,15,15,5
75883,8,2,2,48,,3,3,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,2,1,80,1,3,1,3,23871.711673,23585.230579,2,114,3,3,0.71
75884,8,2,2,3,,3,3,2,41,,,1,1,,,,,,1,1,2,1,2,2,,,,,7,7,2,2,0,2,25,1,3,1,3,24149.243241,33643.64279,2,113,5,5,0.67
75885,8,2,1,40,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,40,1,5,1,4,103253.477303,105695.623125,1,116,15,15,5
75886,8,2,1,12,,1,1,2,155,,,1,1,,7,,,,2,1,2,1,2,2,1,2,1,1,7,7,2,4,1,2,54,2,1,1,1,14572.982363,14445.595694,1,107,12,12,
75887,8,2,2,56,,4,4,1,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,56,1,5,5,,21347.269329,21667.705008,1,112,9,9,5
75888,8,2,2,44,,3,3,1,,2,,1,1,,,4,3,2,1,2,2,1,2,2,1,2,2,1,3,3,0,2,0,2,44,1,4,3,,110329.841536,114637.821895,1,115,7,7,2.2
75889,8,1,1,4,,1,1,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,29,2,4,1,4,16437.012026,0,2,111,7,7,1.77
75890,8,2,2,43,,3,3,1,,2,,1,1,,,2,1,2,1,2,2,1,2,2,1,2,2,1,5,5,1,1,0,2,43,1,2,1,2,59781.505548,62920.65445,1,116,8,8,1.81
75891,8,2,1,2,,3,3,2,29,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,3,1,1,0,1,28,1,3,6,,30657.868877,32855.896439,2,112,6,4,0.76
75892,8,2,2,80,,3,3,2,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,80,1,4,2,,42707.210938,47858.111625,2,105,6,6,2.4
75893,8,2,2,49,,5,6,1,,2,,2,2,6,,4,1,,1,2,2,1,2,2,,,,,4,4,0,0,0,1,55,2,3,1,4,21934.069851,22000.606742,2,113,14,14,3.14
75894,8,2,2,46,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,,,,,3,3,0,0,0,1,46,1,4,1,3,93422.007155,93890.625931,2,113,14,14,3.79
75895,8,2,2,55,,3,3,1,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,2,2,0,1,0,2,55,1,5,3,,29035.617725,29651.69073,1,115,3,3,0.84
75896,8,2,1,26,,3,3,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,26,1,4,6,,92282.126088,93428.659379,1,115,7,7,2
75897,8,2,2,0,7,3,3,1,7,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,28,1,3,1,3,22065.040565,24280.532936,2,111,14,14,3.79
75898,8,2,1,24,,3,3,1,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,22,1,4,6,,91660.998094,95818.706372,2,116,7,7,2.12
75899,8,2,2,31,,3,3,2,,2,,1,1,,,4,5,2,1,2,2,,,,,,,,5,5,0,2,1,1,60,,,1,4,88911.122873,92532.224902,2,113,,,
75900,8,2,1,21,,5,6,2,,2,,2,1,3,,3,5,,1,2,2,1,2,2,1,2,2,1,5,5,0,0,0,1,18,2,3,,,19743.974615,20934.381614,2,110,7,7,1.43
75901,8,2,2,19,,3,3,2,238,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,2,47,1,4,1,4,77169.740205,79464.209036,1,105,9,9,2.59
75902,8,2,1,19,,2,2,1,231,2,,1,1,,15,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,2,54,2,1,1,1,13168.80819,13355.832706,1,118,5,5,0.96
75903,8,2,1,28,,4,4,1,,2,,1,1,,,2,5,,1,2,2,1,2,2,,,,,4,4,2,0,0,2,28,1,4,6,,34938.259385,35757.614077,2,116,4,4,0.71
75904,8,2,2,70,,1,1,1,,2,,2,1,8,,1,2,,2,2,2,2,2,2,2,2,2,,4,4,0,0,1,2,70,2,1,2,,14272.922707,14934.165781,1,111,6,6,1.27
75905,8,2,2,39,,5,6,1,,2,,2,1,7,,5,5,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,36,1,5,5,,27645.680648,28989.869167,2,111,14,14,4.77
75906,8,2,1,17,,3,3,1,210,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,1,1,66,1,3,3,,33299.901335,33959.391697,2,109,5,5,1.16
75907,8,2,1,40,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,7,7,1,4,0,1,40,1,5,1,5,77890.863843,79835.772609,2,107,8,8,1.39
75908,8,2,2,24,,4,4,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,24,1,4,5,,26197.604584,29576.444027,1,112,5,5,1.74
75909,8,2,2,77,,1,1,2,,2,,1,1,,,1,2,,2,2,2,1,2,2,,,,,1,1,0,0,1,2,77,1,1,2,,13036.074129,12815.990087,1,109,2,2,0.61
75910,8,2,1,30,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,2,0,0,1,30,1,4,1,5,102311.1805,104048.471038,2,107,7,7,1.51
75911,8,2,1,67,,4,4,2,,2,,2,1,8,,3,4,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,67,2,3,4,,9522.513772,9665.771741,2,117,8,8,4.28
75912,8,2,1,80,,4,4,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,3,3,0,0,2,2,78,1,4,1,3,13005.585762,13499.193498,2,118,9,9,3.07
75913,8,2,2,32,,3,3,2,,2,,2,1,7,,5,5,2,1,2,2,,,,1,2,2,1,1,1,0,0,0,2,32,2,5,5,,51166.901984,59868.690458,2,105,,,
75914,8,2,1,1,14,2,2,2,15,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,0,0,2,25,1,3,5,,12682.017171,13786.170217,2,105,3,3,0.42
75915,8,2,2,63,,1,1,1,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,63,1,3,3,,14241.691039,14847.338676,1,118,5,5,1.98
75916,8,2,1,7,,3,3,1,86,,,1,1,,0,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,2,32,1,4,1,4,37388.202346,37771.107507,2,116,7,7,1.43
75917,8,1,2,13,,4,4,,,,,1,1,,8,,,,1,1,2,1,2,2,,,,,5,5,1,3,0,1,41,1,3,1,,11512.632372,0,2,105,5,5,0.72
75918,8,2,2,7,,3,3,1,89,,,1,1,,0,,,,1,1,2,1,2,2,,,,,4,4,1,2,0,2,35,1,4,77,,25027.732439,28023.355622,1,115,7,7,1.7
75919,8,2,2,23,,3,3,1,,2,,1,1,,,4,1,1,1,2,2,1,2,2,1,2,2,1,5,4,2,0,0,1,27,2,4,1,4,43005.461947,44507.094314,1,111,12,5,0.89
75920,8,2,1,11,,1,1,2,134,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,46,2,2,1,3,18532.303143,18830.800778,1,109,6,6,1.74
75921,8,2,1,76,,4,4,1,,2,,2,1,9,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,76,2,4,1,3,9554.943993,9729.834862,2,108,14,14,5
75922,8,2,2,65,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,65,1,4,1,4,92228.668248,93012.583285,2,109,14,14,4.77
75923,8,2,1,80,,3,3,2,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,77,1,5,1,5,30134.270058,31794.180514,1,104,9,9,3.87
75924,8,2,1,30,,5,7,1,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,2,54,1,4,3,,45528.69435,47902.244185,1,117,10,10,2.36
75925,8,2,1,51,,4,4,2,,2,,1,1,,,2,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,51,1,2,3,,27712.266236,28506.656024,2,112,2,2,0.6
75926,8,1,1,10,,3,3,,,,,1,1,,4,,,,1,1,2,1,2,2,,,,,3,3,1,1,0,2,37,1,4,5,,20213.260429,0,2,113,3,3,0.59
75927,8,2,1,30,,4,4,2,,2,,1,1,,,4,5,,1,2,2,,,,,,,,3,1,0,0,0,1,25,1,4,5,,32591.368121,34343.838871,1,105,12,,
75928,8,2,2,31,,3,3,2,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,31,1,4,1,5,82897.309694,84988.46444,1,104,15,15,5
75929,8,2,2,23,,4,4,1,,1,2,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,4,1,0,0,0,1,24,1,4,5,,27978.775033,28831.099748,2,114,9,2,0.77
75930,8,2,2,7,,4,4,2,87,,,1,1,,1,,,,1,1,2,1,2,2,,,,,5,5,0,3,0,2,42,2,4,6,,7828.382304,7734.306759,1,114,10,10,2.63
75931,8,2,1,18,,5,6,2,227,2,,2,2,3,13,,,,1,2,2,1,2,2,1,2,2,1,5,5,0,0,0,1,18,2,3,,,12068.07767,11976.876954,2,110,7,7,1.43
75932,8,2,1,41,,2,2,1,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,41,1,3,6,,24600.024311,24961.31871,2,106,15,15,5
75933,8,2,2,53,,4,4,1,,1,1,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,53,1,5,5,,30652.046054,31112.152171,1,111,7,7,3.48
75934,8,2,1,46,,3,3,2,,2,,1,1,,,2,4,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,50,1,2,4,,102341.831273,113334.622057,1,113,2,1,0
75935,8,2,1,4,,1,1,1,57,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,5,1,2,0,1,39,2,3,1,1,15548.389903,15681.760987,1,115,9,7,1.45
75936,8,2,2,35,,1,1,1,,2,,2,2,4,,2,5,2,2,2,2,2,2,2,2,2,1,2,3,3,1,1,0,2,35,2,2,5,,26202.79655,29810.108686,2,118,3,3,0.61
75937,8,2,1,77,,3,3,2,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,77,1,4,1,,82342.218737,81833.898043,2,112,14,14,5
75938,8,2,2,33,,1,1,2,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,44,1,4,1,4,31339.522934,31526.793329,1,114,15,15,5
75939,8,2,1,13,,4,4,1,163,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,6,6,1,4,0,2,37,1,4,5,,14682.770036,14580.925767,2,115,5,5,0.72
75940,8,2,1,4,,3,3,2,56,,,1,1,,,,,,1,1,2,1,2,2,,,,,6,5,2,1,0,1,45,,,1,5,57942.40529,59265.550305,2,113,15,15,5
75941,8,2,1,8,,3,3,2,98,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,,5,5,1,2,0,2,26,1,2,6,,17813.90838,17996.34661,1,113,2,2,0.25
75942,8,2,1,78,,4,4,1,,1,1,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,76,1,3,1,4,10521.219928,10904.053041,1,118,9,9,3.56
75943,8,2,1,2,,1,1,1,30,,,1,1,,,,,,2,1,2,1,2,2,,,,,7,7,3,0,0,1,26,2,3,5,,11703.476309,11803.866467,1,115,1,1,0.13
75944,8,2,1,16,,5,6,1,202,,,2,1,4,10,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,45,2,5,1,4,12017.242452,11915.582227,1,112,15,15,5
75945,8,2,1,60,,5,6,1,,2,,2,2,3,,2,1,,1,2,1,1,2,1,1,2,1,,6,6,0,2,2,1,38,2,4,1,4,12192.188307,12912.73787,2,118,9,9,1.72
75946,8,2,2,71,,3,3,2,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,71,1,4,5,,61455.600029,61960.102413,1,110,6,6,2.18
75947,8,2,2,13,,4,4,1,159,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,2,44,1,5,3,,12586.673175,12331.954246,2,114,14,14,4.55
75948,8,2,2,5,,1,1,2,69,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,1,0,2,33,1,4,3,,16419.515173,17141.503406,1,109,3,3,0.49
75949,8,2,2,40,,1,1,2,,2,,2,2,6,,4,6,2,2,2,2,1,2,2,2,2,1,2,4,4,0,2,0,2,40,2,4,6,,31536.210112,33505.732436,1,109,6,6,1.27
75950,8,2,2,0,7,4,4,2,9,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,1,0,2,25,1,4,5,,4793.888718,5195.34693,2,110,2,2,0.34
75951,8,2,2,32,,4,4,2,,2,,1,1,,,5,5,2,1,2,2,1,2,2,1,2,2,1,3,1,0,0,0,2,32,1,5,5,,20531.376501,22775.971223,2,117,12,7,3
75952,8,2,2,36,,2,2,2,,2,,2,1,6,,3,4,2,2,2,2,1,2,2,,,,,3,3,0,2,0,2,36,2,3,4,,30846.284763,30189.263529,1,104,4,4,0.87
75953,8,2,2,4,,1,1,2,59,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,1,0,2,28,1,4,5,,16419.515173,17141.503406,1,109,2,2,0.26
75954,8,2,2,54,,3,3,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,2,54,1,4,3,,59615.572614,62453.083764,1,117,10,10,2.36
75955,8,2,2,72,,5,6,2,,2,,2,1,8,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,73,2,4,1,5,24750.15491,28194.025694,2,110,15,15,5
75956,8,2,1,80,,3,3,2,,1,1,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,80,1,5,1,4,36117.581178,38107.075217,1,110,14,14,5
75957,8,2,1,21,,1,1,1,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,46,1,5,1,5,51877.119096,53738.651034,1,111,15,15,5
75958,8,2,2,29,,5,6,2,,2,,2,2,2,,4,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,29,2,4,1,5,27401.955749,30857.300418,1,109,15,15,5
75959,8,2,2,0,11,3,3,1,12,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,0,0,2,30,1,5,1,4,9578.807834,9255.325526,1,117,14,14,3.82
75960,8,2,1,76,,1,1,1,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,6,6,0,3,2,1,76,1,3,1,5,6959.338123,6954.469397,2,118,14,14,2.53
75961,8,2,1,10,,1,1,1,129,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,35,1,2,1,4,19211.523342,20872.263236,1,111,8,8,2.04
75962,8,2,1,64,,1,1,1,,2,,2,2,6,,1,1,,2,2,2,1,2,2,2,2,2,2,5,4,0,0,2,1,64,2,1,1,1,8748.134024,8994.978485,2,106,7,6,1.26
75963,8,2,2,6,,1,1,1,79,,,1,1,,0,,,,1,1,2,1,2,2,,,,,2,2,0,1,0,2,32,1,4,4,,11215.443521,12339.833988,2,106,8,8,3.02
75964,8,2,1,71,,3,3,2,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,3,3,0,1,1,1,71,1,5,1,,50159.594859,50140.730313,1,104,15,15,5
75965,8,2,2,64,,3,3,2,,2,,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,64,1,5,2,,13953.641028,14022.549333,2,109,3,3,1.2
75966,8,2,2,37,,3,3,1,,2,,2,1,7,,4,5,2,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,37,2,4,5,,88644.480725,89953.673292,1,115,10,10,5
75967,8,2,2,7,,4,4,1,88,,,1,1,,0,,,,1,1,2,1,2,2,,,,,5,5,0,3,0,1,33,1,3,1,,7887.401045,8422.602232,2,114,6,6,1.04
75968,8,1,1,2,24,1,1,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,28,1,3,6,,13665.346375,0,1,106,15,15,5
75969,8,2,1,69,,5,6,2,,2,,2,1,7,,3,3,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,69,2,3,3,,13092.54519,14911.017502,2,104,9,9,3.81
75970,8,2,1,30,,3,3,2,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,1,30,1,2,6,,16572.38128,18996.953296,1,109,5,5,0.93
75971,8,2,1,12,,4,4,1,150,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,7,7,1,4,0,1,33,1,3,1,4,9172.973873,9232.20583,1,118,5,5,0.56
75972,8,2,2,5,,1,1,1,69,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,26,1,4,1,4,11544.46341,12052.08904,1,118,3,3,0.67
75973,8,2,1,65,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,65,1,5,1,5,95957.474683,99446.833276,2,115,15,15,5
75974,8,2,2,71,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,3,3,0,0,2,2,71,1,4,1,3,43327.64326,46075.355223,1,109,10,10,3.46
75975,8,2,1,31,,3,3,1,,2,,1,1,,,3,4,,1,2,2,1,2,2,1,2,2,1,6,1,1,2,0,2,31,1,4,1,4,18368.870223,21519.617922,2,109,6,4,1.54
75976,8,2,1,67,,4,4,1,,1,1,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,67,1,4,2,,11965.601623,11997.602688,2,116,5,5,1.97
75977,8,2,1,25,,3,3,1,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,25,1,5,5,,59618.527155,61044.091031,1,118,5,5,1.71
75978,8,2,1,71,,3,3,2,,1,1,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,1,1,71,1,5,1,4,79751.806605,79259.477223,2,108,7,7,2.38
75979,8,2,2,6,,4,4,1,82,,,1,1,,1,,,,1,1,2,1,2,2,,,,,7,7,0,4,0,2,56,1,5,1,5,11173.448191,11108.132469,2,108,15,15,3.24
75980,8,2,1,31,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,2,2,0,0,0,1,31,1,5,1,5,59098.199668,59560.742299,2,118,15,15,5
75981,8,2,2,5,,3,3,2,67,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,3,0,0,1,36,1,5,1,5,39091.155442,43198.205723,1,110,15,15,5
75982,8,2,2,75,,3,3,2,,2,,2,2,8,,2,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,75,2,2,2,,41833.745138,42177.167448,1,114,3,3,0.91
75983,8,2,1,6,,5,7,2,80,,,1,1,,0,,,,1,1,2,1,2,2,,,,,3,3,0,1,0,2,28,1,4,1,4,8048.670093,8523.379002,1,113,6,6,1.28
75984,8,2,1,15,,4,4,2,180,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,2,0,1,40,1,4,1,4,11722.689733,11641.377503,1,110,15,15,4.72
75985,8,2,2,40,,3,3,1,,2,,1,1,,,2,1,2,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,51,1,2,1,2,29406.630965,31972.412821,1,115,4,4,0.77
75986,8,2,1,55,,2,2,2,,2,,2,2,1,,5,1,,2,2,2,1,2,2,1,2,2,2,4,4,0,0,0,1,50,1,5,1,5,32410.383206,32665.089001,2,107,8,8,2.1
75987,8,2,2,80,,3,3,2,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,,5,2,0,0,1,1,23,,,5,,20746.085303,21539.224824,2,107,12,5,1.34
75988,8,2,1,18,,4,4,1,226,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,52,1,3,3,,18184.520132,19432.25394,2,116,12,12,
75989,8,2,1,32,,4,4,1,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,3,1,0,0,0,2,29,1,2,5,,21527.63823,22685.20106,2,114,6,4,1.29
75990,8,1,1,9,,1,1,,,,,1,1,,3,,,,1,1,2,1,2,2,,,,,3,3,0,1,0,1,40,1,2,1,4,18842.833694,0,1,109,10,10,3.58
75991,8,2,1,80,,3,3,2,,1,1,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,1,80,1,4,2,,27542.95231,28573.375262,1,105,8,8,3.92
75992,8,2,2,34,,3,3,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,2,34,1,4,5,,33160.516091,34845.802532,2,115,4,4,1.22
75993,8,2,1,48,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,44,1,4,1,4,87565.163256,96690.371811,1,107,15,15,5
75994,8,2,2,0,9,1,1,1,10,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,38,1,3,77,,5877.823761,5807.369805,1,106,5,5,1.23
75995,8,2,1,6,,3,3,2,79,,,1,1,,0,,,,1,1,2,1,2,2,,,,,5,5,0,3,0,2,37,1,3,1,4,43164.746157,43606.810848,2,107,15,15,5
75996,8,2,1,61,,4,4,2,,2,,2,2,7,,3,6,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,3,1,61,2,3,6,,10631.757338,10733.57037,1,112,12,12,
75997,8,2,2,20,,4,4,2,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,20,1,4,5,,34981.270686,40648.703968,2,108,4,4,1.37
75998,8,2,2,76,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,80,1,5,1,4,61229.8401,61732.489171,1,114,14,14,5
75999,8,2,1,19,,5,6,2,238,2,,2,2,2,15,,,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,46,2,5,4,,14347.983707,14775.517776,2,112,2,2,0.25
76000,8,2,2,0,2,2,2,2,2,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,25,2,4,1,5,6305.918981,6230.333704,2,107,10,10,2.73
76001,8,2,1,16,,4,4,2,204,,,1,1,,10,,,,1,1,2,1,2,2,1,2,2,1,6,6,1,3,0,1,37,1,4,1,5,18155.984793,18142.677321,2,112,14,14,2.66
76002,8,2,2,0,5,1,1,2,5,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,2,21,1,2,1,3,6116.262782,6043.941128,2,112,7,7,1.68
76003,8,2,2,10,,3,3,2,129,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,1,32,1,3,6,,64947.503322,65796.3117,1,105,15,15,4.67
76004,8,2,2,58,,5,7,2,,2,,1,1,,,3,4,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,58,1,3,4,,25713.427662,27472.013896,1,114,1,1,0.03
76005,8,2,2,14,,1,1,1,176,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,33,2,3,1,3,20088.552519,19989.617986,1,111,77,77,
76006,8,2,2,32,,3,3,2,,2,,1,1,,,4,4,2,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,2,32,1,4,4,,18677.194085,18953.038035,2,105,2,2,0.77
76007,8,2,2,36,,3,3,2,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,1,37,1,4,1,5,84843.358338,86983.603807,1,110,15,15,5
76008,8,2,2,31,,5,7,1,,2,,1,1,,,4,6,2,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,2,31,1,4,6,,15981.261612,17383.366828,1,111,7,7,1.34
76009,8,2,2,11,,4,4,1,142,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,5,5,2,2,0,2,33,2,3,1,,11313.586066,14951.26072,1,108,14,14,2.97
76010,8,2,1,68,,1,1,2,,2,,2,1,8,,1,1,,2,2,2,2,2,2,2,2,1,2,3,3,0,1,1,1,68,2,1,1,1,12352.53595,12701.085147,1,107,5,5,1.23
76011,8,2,2,32,,2,2,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,,,,,4,4,0,2,0,2,32,1,4,1,3,50017.26474,52974.52622,2,113,4,4,0.82
76012,8,2,1,59,,5,6,1,,2,,2,1,5,,1,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,2,80,,,2,,10266.73517,11244.196248,1,118,9,9,2.52
76013,8,2,1,1,15,3,3,2,16,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,2,22,1,4,6,,16619.44151,16875.63232,2,107,2,2,0.33
76014,8,2,2,16,,2,2,2,193,,,1,1,,9,,,,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,1,49,2,5,1,5,13176.47274,13117.869892,1,107,15,15,5
76015,8,2,2,30,,4,4,1,,2,,1,1,,,3,5,2,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,2,30,1,3,5,,24641.660854,24204.120255,2,114,15,10,5
76016,8,2,1,79,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,79,1,5,1,4,89754.279713,89200.20237,2,107,8,8,3.1
76017,8,2,1,2,,5,6,1,25,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,1,36,2,5,1,5,7910.84474,8549.725656,1,118,15,15,5
