,tweet,favourite_count,retweet_count,tweet_cleaned,subjectivity,polarity,polarity_analysis,subjectivity_analysis,type
1134,Apple User Mailed an AirTag to See if You Can Track It on the Move. Here's What He Found https://t.co/x7JMjTIu8K,0.0,0,Apple User Mailed an AirTag to See if You Can Track It on the Move. Here's What He Found,0.0,0.0,Neutral,Objective,Neutral and Objective
1135,"User successfully tracks package across the UK with an AirTag
عبر: iMore

https://t.co/FCnh7HieUK",0.0,0,User successfully tracks package across the UK with an AirTag: iMore,0.95,0.75,Positive,Subjective,Positive and Subjective
1136,"Survey Finds 60% of iOS Device Owners Will Buy AirTag, Blue Is Most Popular iMac Color, and More https://t.co/YuY04OrARl https://t.co/h2WIdsayxS",0.0,0,"Survey Finds % of iOS Device Owners Will Buy AirTag, Blue Is Most Popular iMac Color, and More",0.5,0.4,Positive,Neutral,Positive and Neutral
1137,@maxsonyte @KDPuvvadi @MacAddressYT I think he means when someone slips an airtag into your pocket to stalk you.,0.0,0,I think he means when someone slips an airtag into your pocket to stalk you.,0.0,0.0,Neutral,Objective,Neutral and Objective
1138,"Yeahy!! 
#GetIntoIt! #AirTag #Apple 🍎🍏 https://t.co/LRt344VYma",0.0,2,Yeahy!! !,0.0,0.0,Neutral,Objective,Neutral and Objective
1139,User Successfully Tracks Package Across the UK with Apple AirTag | 🔗@beebomco https://t.co/RfGVrkKtGZ,0.0,0,User Successfully Tracks Package Across the UK with Apple AirTag |,0.95,0.75,Positive,Subjective,Positive and Subjective
1140,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast]: https://t.co/EKhlUqqNPD by Naked Security #infosec #software #technology",0.0,0,"S3 Ep32: AirTag jailbreak, Dell vulns, and a never-ending scam [Podcast]: by Naked Security",0.4,0.0,Neutral,Objective,Neutral and Objective
1141,"The new Apple AirTag is not the first smart tracker, but it's so good at what it does that it could actually be a privacy nightmare, an even greater concern after a security researcher has shown it's possible to ""jailbreak"" one.​  https://t.co/1x4ZT4Y09v",4.0,2,"The new Apple AirTag is not the first smart tracker, but it's so good at what it does that it could actually be a privacy nightmare, an even greater concern after a security researcher has shown it's possible to ""jailbreak"" one.",0.5186765615337044,0.2572356215213358,Positive,Subjective,Positive and Subjective
1142,"The loop for the Airtag being more expensive than the tag itself, is on brand for Apple.",1.0,0,"The loop for the Airtag being more expensive than the tag itself, is on brand for Apple.",0.6,0.0,Neutral,Subjective,Neutral and Subjective
1143,@frontendTony @ituajude But what is airtag? No I can’t open google and start typing sef 🤦🏿‍♀️,0.0,0,But what is airtag? No I cant open google and start typing sef,0.5,0.0,Neutral,Neutral,Neutral and Neutral
1144,"@GyanTherapy Meanwhile Samsung Smarttag been the best Tag compared to Tile and airtag

Hamari koi ijjatich nai he😂🤣🤣",4.0,0,Meanwhile Samsung Smarttag been the best Tag compared to Tile and airtagHamari koi ijjatich nai he,0.3,1.0,Positive,Objective,Positive and Objective
1145,"We heard the newest Apple AirTag was hacked, and it appears like a safety researcher could have the ability to exploit Apple's Locate My system.
 #apple #AppleDevices #network #Usa #Uk #Canada #Australia

https://t.co/tvthGjthCs https://t.co/kbv7XPaKxo",1.0,2,"We heard the newest Apple AirTag was hacked, and it appears like a safety researcher could have the ability to exploit Apple's Locate My system. ://",0.0,0.0,Neutral,Objective,Neutral and Objective
1146,Apple Airtag - Amazing experience of user 🔥🔥🔥 https://t.co/ykY2TWE4zd via @YouTube #AppleAirtag #Airtag,0.0,0,Apple Airtag - Amazing experience of user via,0.9,0.6000000000000001,Positive,Subjective,Positive and Subjective
1147,Strong interest in AirTag shows Apple could have a winner https://t.co/uQEQOQSIuT,0.0,0,Strong interest in AirTag shows Apple could have a winner,0.7333333333333333,0.4333333333333333,Positive,Subjective,Positive and Subjective
1148,User Successfully Tracks Package Across the UK with Apple AirTag https://t.co/XjEZusw1M7,0.0,0,User Successfully Tracks Package Across the UK with Apple AirTag,0.95,0.75,Positive,Subjective,Positive and Subjective
1149,@Apple_Tomorrow @jon_prosser Render the M1 airtag,4.0,0,Render the M1 airtag,0.0,0.0,Neutral,Objective,Neutral and Objective
1150,"Hello, Twitter! CollarTrek is the world's first leather dog collar designed specifically for AirTags.

Check us out here https://t.co/1BN2JnXVzp #Apple #AirTag #Dogs",0.0,0,"Hello, Twitter! CollarTrek is the world's first leather dog collar designed specifically for AirTags.Check us out here",0.3333333333333333,0.25,Positive,Objective,Positive and Objective
1151,The problem with AirTag’s safety features | #Adroid | #security https://t.co/4G2QWAGDTo,0.0,0,The problem with AirTags safety features | |,0.0,0.0,Neutral,Objective,Neutral and Objective
1152,The problem with AirTag’s safety features | #Adroid | #security https://t.co/zKWMx41fPf,0.0,0,The problem with AirTags safety features | |,0.0,0.0,Neutral,Objective,Neutral and Objective
1153,i’d love to get an airtag and put it on pooka’s collar for when he goes roaming around the farm but the thing probably weighs the same as him he’d just be doing handstands all day,0.0,0,id love to get an airtag and put it on pookas collar for when he goes roaming around the farm but the thing probably weighs the same as him hed just be doing handstands all day,0.3625,0.25,Positive,Objective,Positive and Objective
1154,"AirTag. The easiest way to find your things. Attach one to your keys, or slip another one into your backpack. Shop now: https://t.co/y36ibGHE1I https://t.co/36NEQ3HLd1",8.0,0,"AirTag. The easiest way to find your things. Attach one to your keys, or slip another one into your backpack. Shop now:",0.0,0.0,Neutral,Objective,Neutral and Objective
1155,"AirTag review: Classic Apple, holes and all At a glanceExpert&amp;rsquo;s RatingProsExce... #AirTag #Review
https://t.co/F8y2WzCZTW",0.0,0,"AirTag review: Classic Apple, holes and all At a glanceExpert&amp;rsquo RatingProsExce... ://",0.16666666666666666,0.16666666666666666,Positive,Objective,Positive and Objective
1156,"7 ways Apple can make the AirTag so much better Apple loves a good second-gen product, f... #AirTag #Apple
https://t.co/EgXXxe8zGF",0.0,0,"ways Apple can make the AirTag so much better Apple loves a good second-gen product, f... ://",0.55,0.6,Positive,Subjective,Positive and Subjective
1157,Liking things is going to make me get that Airtag 🤦🏿‍♂️,0.0,0,Liking things is going to make me get that Airtag,0.0,0.0,Neutral,Objective,Neutral and Objective
1158,"16 Minutes #62: Apple Event: Desktops &amp; Tablets Converge, Cord-Cutting, &amp; “Find Anything” https://t.co/JFPNFvwGqi",0.0,0,"Minutes : Apple Event: Desktops &amp; Tablets Converge, Cord-Cutting, &amp; Find Anything",0.0,0.0,Neutral,Objective,Neutral and Objective
1159,Complete AirTag Field test. Track things and people with Apple AirTags! https://t.co/uheX98DfVe via @YouTube,0.0,0,Complete AirTag Field test. Track things and people with Apple AirTags! via,0.4,0.125,Positive,Objective,Positive and Objective
1160,Tracking-Friendly Wallet Designs - The Frenchie Co. Speed Wallet is AirTag-Ready (https://t.co/SIp1tMkX60): Speed Wallet - The Frenchie Co. Speed Wallet is now available in a model that will accommodate use with… https://t.co/vRAhZ0fB9Q #guestpost #lastminutenews #guestposting https://t.co/vBAL4JiYVj,0.0,1,Tracking-Friendly Wallet Designs - The Frenchie Co. Speed Wallet is AirTag-Ready (): Speed Wallet - The Frenchie Co. Speed Wallet is now available in a model that will accommodate use with,0.4,0.4,Positive,Objective,Positive and Objective
1161,Apple AirTag can be hacked say security research https://t.co/1EHTi98f43,0.0,0,Apple AirTag can be hacked say securityresearch,0.0,0.0,Neutral,Objective,Neutral and Objective
1162,How waterproof is the Apple AirTag (Video) https://t.co/8aZj7GlHZ9 https://t.co/Z94JUJEbD0,0.0,0,How waterproof is the Apple AirTag (Video),0.0,0.0,Neutral,Objective,Neutral and Objective
1163,"An AirTag, but for glasses.",10.0,0,"An AirTag, but for glasses.",0.0,0.0,Neutral,Objective,Neutral and Objective
1164,https://t.co/bE72Rs1jtW Apple AirTag can be hacked say security research - Cybersecurity Insiders #cybersecurity,0.0,0,Apple AirTag can be hacked say security research - Cybersecurity Insiders,0.0,0.0,Neutral,Objective,Neutral and Objective
1165,"I just seen someone put an airtag on their dogs collar, i NEED those now since my dogs are for the streets",3.0,0,"I just seen someone put an airtag on their dogs collar, i NEED those now since my dogs are for the streets",0.0,0.0,Neutral,Objective,Neutral and Objective
1166,I need an #AirTag on my glasses 👓,1.0,0,I need an on my glasses,0.0,0.0,Neutral,Objective,Neutral and Objective
1167,Apple AirTag and other trackers could do more harm than good #digitaltrackers https://t.co/QNGTNhU4Ec,2.0,0,Apple AirTag and other trackers could do more harm than good,0.4916666666666667,0.35833333333333334,Positive,Objective,Positive and Objective
1168,Tile bashes Apple’s new AirTag as unfair competition | https://t.co/XcgXWEt055 https://t.co/IVhIPHBS77,0.0,0,Tile bashes Apples new AirTag as unfair competition |,0.7272727272727273,-0.18181818181818182,Negative,Subjective,Negative and Subjective
1169,Attach AirTag to Apple TV Remote With a 3D Printed Case https://t.co/c70wHd58y6,0.0,0,Attach AirTag to Apple TV Remote With a D PrintedCase,0.2,-0.1,Negative,Objective,Negative and Objective
1170,Introducing AirTag | Couch | Apple https://t.co/NsTLuJoAPg via @YouTube,0.0,0,Introducing AirTag | Couch | Apple via,0.0,0.0,Neutral,Objective,Neutral and Objective
1171,@yanniiee_ dat airtag b helping me find mine😭,0.0,0,dat airtag b helping me find mine,0.0,0.0,Neutral,Objective,Neutral and Objective
1172,Apple AirTag jailbroken already – hacked in rickroll attack https://t.co/xAT0FjKPKc,0.0,0,Apple AirTag jailbroken already hacked in rickroll attack,0.0,0.0,Neutral,Objective,Neutral and Objective
1173,Has anyone played Bad Apple on an AirTag yet,9.0,2,Has anyone played Bad Apple on an AirTag yet,0.6666666666666666,-0.6999999999999998,Negative,Subjective,Negative and Subjective
1174,#AirTag the only product you can technically use before it arrives https://t.co/8Kd4rLHikW,0.0,0,the only product you can technically use before it arrives,0.55,0.0,Neutral,Subjective,Neutral and Subjective
1175,Apple just reduced the official Airtag price in Malaysia from RM149 to RM129.,1.0,0,Apple just reduced the official Airtag price in Malaysia from RM149 to RM129.,0.0,0.0,Neutral,Objective,Neutral and Objective
1176,"Apple AirTag in Malaysia, now cheaper https://t.co/SjtohB75dX",0.0,0,"Apple AirTag in Malaysia, nowcheaper",0.0,0.0,Neutral,Objective,Neutral and Objective
1177,"2-weeks after @Apple’s #airtag release, several hackers and security researchers are tearing them apart and finding some issues with them
https://t.co/mWm21MIamu",0.0,0,"-weeks after release, several hackers and security researchers are tearing them apart and finding some issues with them",0.0,0.0,Neutral,Objective,Neutral and Objective
1178,"#Security researchers investigating the Find My network used by Apple's #AirTags, have been able to piggyback on the system to send data that Apple can neither monitor nor, apparently, prevent: https://t.co/KSeGKfnRRo

#Cybersecurity #InfoSec #IoT #EmergingTech #CyberResilience https://t.co/0ifkfc1IPF",2.0,2,"researchers investigating the Find My network used by Apple's , have been able to piggyback on the system to send data that Apple can neither monitor nor, apparently, prevent:",0.4875,0.275,Positive,Objective,Positive and Objective
1179,√ Apple AirTag review: Finding your lost keys has never been this easy #ITRTG #tech ➾ https://t.co/oO8c1x7F1P https://t.co/38VeOVfUjM,0.0,1,Apple AirTag review: Finding your lost keys has never been this easy,0.8333333333333334,0.43333333333333335,Positive,Subjective,Positive and Subjective
1180,"In case you missed it: Six in 10 iOS users plan to buy AirTag, Blue the most popular iMac color. https://t.co/0Z301g6r02",2.0,0,"In case you missed it: Six in iOS users plan to buy AirTag, Blue the most popular iMac color.",0.5,0.3666666666666667,Positive,Neutral,Positive and Neutral
1181,📷 ohnodesign: How to use AirTag. https://t.co/SZxQBx1Y3W,0.0,0,ohnodesign: How to use AirTag.,0.0,0.0,Neutral,Objective,Neutral and Objective
1182,"DevNews - S4:E5 - Apple’s AirTag Security Concerns, a Deep Neural Network Hack, an Oil Pipeline Cyber Attack, and a Shortage of Semiconductors https://t.co/yu9Rd6myu0",0.0,0,"DevNews - S4:E5 - Apples AirTag Security Concerns, a Deep Neural Network Hack, an Oil Pipeline Cyber Attack, and a Shortage of Semiconductors",0.4,0.0,Neutral,Objective,Neutral and Objective
1183,I’m gonna buy an AirTag to put on my Firestick remote. I’m sick of this 🙄,0.0,0,Im gonna buy an AirTag to put on my Firestick remote. Im sick of this,0.5285714285714286,-0.40714285714285714,Negative,Subjective,Negative and Subjective
1184,Got my #AirTag today @ijustine and @Apple https://t.co/kS9gFSzmbc,0.0,0,Got my today and,0.0,0.0,Neutral,Objective,Neutral and Objective
1185,"Apple AirTag hacked by security researchers days after it was released
 https://t.co/OxL0LIOY1j",2.0,0,Apple AirTag hacked by security researchers days after it was released,0.0,0.0,Neutral,Objective,Neutral and Objective
1186,"@JohnBiehler Thought of you when I saw this. Hope you’re keeping well.   :)

https://t.co/NCiwPbfL8T",1.0,0,Thought of you when I saw this. Hope youre keeping well.,0.0,0.0,Neutral,Objective,Neutral and Objective
1187,"just saw a post about someone's partner getting them an ""airtag &amp; keychain"" the ""joke"" was that the keychain came first &amp; when airtag showed up the keychain was lost 🤦‍♂️
I'm looking at my keys w/ tile &amp; trackr fobs - neither of which are registered, &amp; totally useless 🤦‍♂️",0.0,0,"just saw a post about someone's partner getting them an ""airtag &amp; keychain"" the ""joke"" was that the keychain came first &amp; when airtag showed up the keychain was lost I'm looking at my keys w/ tile &amp; trackr fobs - neither of which are registered, &amp; totally useless",0.26666666666666666,-0.125,Negative,Objective,Negative and Objective
